obs shape -  (4, 84, 84)
global_step=282, episodic_return=[-21.]
global_step=54906, episodic_return=[-21.]
global_step=55299, episodic_return=[-20.]
global_step=55638, episodic_return=[-20.]
global_step=55929, episodic_return=[-21.]
global_step=56324, episodic_return=[-20.]
global_step=56660, episodic_return=[-20.]
global_step=56997, episodic_return=[-19.]
global_step=57251, episodic_return=[-21.]
global_step=57553, episodic_return=[-20.]
global_step=57981, episodic_return=[-19.]
global_step=58304, episodic_return=[-20.]
global_step=58572, episodic_return=[-21.]
global_step=58861, episodic_return=[-21.]
global_step=59280, episodic_return=[-21.]
global_step=59659, episodic_return=[-18.]
global_step=60350, episodic_return=[-20.]
global_step=60634, episodic_return=[-21.]
global_step=60929, episodic_return=[-21.]
global_step=61309, episodic_return=[-21.]
global_step=61631, episodic_return=[-21.]
global_step=61899, episodic_return=[-21.]
global_step=62269, episodic_return=[-21.]
global_step=62547, episodic_return=[-21.]
global_step=62882, episodic_return=[-21.]
global_step=63294, episodic_return=[-20.]
global_step=63548, episodic_return=[-21.]
global_step=63849, episodic_return=[-21.]
global_step=64294, episodic_return=[-21.]
global_step=64593, episodic_return=[-20.]
global_step=64887, episodic_return=[-21.]
global_step=65255, episodic_return=[-21.]
global_step=65651, episodic_return=[-19.]
global_step=65985, episodic_return=[-20.]
global_step=66424, episodic_return=[-18.]
global_step=66823, episodic_return=[-19.]
global_step=67297, episodic_return=[-21.]
global_step=67607, episodic_return=[-21.]
global_step=67913, episodic_return=[-21.]
global_step=68295, episodic_return=[-20.]
global_step=68558, episodic_return=[-21.]
global_step=68853, episodic_return=[-21.]
global_step=69294, episodic_return=[-21.]
global_step=69638, episodic_return=[-21.]
global_step=69909, episodic_return=[-21.]
global_step=70309, episodic_return=[-20.]
global_step=70634, episodic_return=[-19.]
global_step=70912, episodic_return=[-20.]
global_step=71256, episodic_return=[-21.]
global_step=71578, episodic_return=[-21.]
global_step=71876, episodic_return=[-21.]
global_step=72260, episodic_return=[-21.]
global_step=72520, episodic_return=[-21.]
global_step=72800, episodic_return=[-21.]
global_step=73308, episodic_return=[-21.]
global_step=73614, episodic_return=[-21.]
global_step=73903, episodic_return=[-20.]
global_step=74269, episodic_return=[-21.]
global_step=74614, episodic_return=[-20.]
global_step=74914, episodic_return=[-21.]
global_step=75308, episodic_return=[-21.]
global_step=75605, episodic_return=[-21.]
global_step=75898, episodic_return=[-20.]
global_step=76276, episodic_return=[-21.]
global_step=76620, episodic_return=[-21.]
global_step=76896, episodic_return=[-20.]
global_step=77319, episodic_return=[-21.]
global_step=77613, episodic_return=[-20.]
global_step=77952, episodic_return=[-19.]
global_step=78293, episodic_return=[-21.]
global_step=78561, episodic_return=[-21.]
global_step=78897, episodic_return=[-21.]
global_step=79301, episodic_return=[-20.]
global_step=79597, episodic_return=[-21.]
global_step=79888, episodic_return=[-21.]
global_step=80360, episodic_return=[-20.]
global_step=80690, episodic_return=[-21.]
global_step=81318, episodic_return=[-21.]
global_step=81610, episodic_return=[-21.]
global_step=81904, episodic_return=[-21.]
global_step=82297, episodic_return=[-20.]
global_step=82663, episodic_return=[-19.]
global_step=82931, episodic_return=[-21.]
global_step=83373, episodic_return=[-20.]
global_step=83632, episodic_return=[-21.]
global_step=83909, episodic_return=[-21.]
global_step=84329, episodic_return=[-21.]
global_step=84602, episodic_return=[-20.]
global_step=84910, episodic_return=[-21.]
global_step=85275, episodic_return=[-20.]
global_step=85600, episodic_return=[-20.]
global_step=85941, episodic_return=[-20.]
global_step=86275, episodic_return=[-21.]
global_step=86534, episodic_return=[-21.]
global_step=86838, episodic_return=[-21.]
global_step=87270, episodic_return=[-21.]
global_step=87576, episodic_return=[-21.]
global_step=87875, episodic_return=[-20.]
global_step=88318, episodic_return=[-21.]
global_step=88638, episodic_return=[-20.]
global_step=88949, episodic_return=[-21.]
global_step=89292, episodic_return=[-21.]
global_step=89563, episodic_return=[-21.]
global_step=89848, episodic_return=[-21.]
global_step=90307, episodic_return=[-21.]
global_step=90668, episodic_return=[-21.]
global_step=90994, episodic_return=[-21.]
global_step=91332, episodic_return=[-19.]
global_step=91697, episodic_return=[-21.]
global_step=92275, episodic_return=[-20.]
global_step=92658, episodic_return=[-19.]
global_step=92927, episodic_return=[-21.]
global_step=93333, episodic_return=[-21.]
global_step=93588, episodic_return=[-21.]
global_step=93908, episodic_return=[-21.]
global_step=94298, episodic_return=[-20.]
global_step=94599, episodic_return=[-21.]
global_step=94897, episodic_return=[-21.]
global_step=95275, episodic_return=[-21.]
global_step=95604, episodic_return=[-19.]
global_step=95893, episodic_return=[-20.]
global_step=96283, episodic_return=[-21.]
global_step=96595, episodic_return=[-19.]
global_step=96852, episodic_return=[-21.]
global_step=97315, episodic_return=[-20.]
global_step=97583, episodic_return=[-21.]
global_step=97961, episodic_return=[-19.]
global_step=98310, episodic_return=[-20.]
global_step=98566, episodic_return=[-21.]
global_step=98839, episodic_return=[-21.]
global_step=99333, episodic_return=[-21.]
global_step=99651, episodic_return=[-20.]
global_step=99957, episodic_return=[-19.]
global_step=100249, episodic_return=[-21.]
global_step=100563, episodic_return=[-21.]
global_step=100828, episodic_return=[-21.]
global_step=101271, episodic_return=[-21.]
global_step=101574, episodic_return=[-20.]
global_step=101890, episodic_return=[-21.]
global_step=102287, episodic_return=[-20.]
global_step=102584, episodic_return=[-21.]
global_step=102855, episodic_return=[-20.]
global_step=103356, episodic_return=[-20.]
global_step=103658, episodic_return=[-20.]
global_step=103932, episodic_return=[-21.]
global_step=104338, episodic_return=[-20.]
global_step=104654, episodic_return=[-19.]
global_step=104978, episodic_return=[-20.]
global_step=105320, episodic_return=[-21.]
global_step=105622, episodic_return=[-21.]
global_step=105901, episodic_return=[-21.]
global_step=106377, episodic_return=[-20.]
global_step=106620, episodic_return=[-21.]
global_step=106914, episodic_return=[-20.]
global_step=107297, episodic_return=[-21.]
global_step=107658, episodic_return=[-20.]
global_step=108269, episodic_return=[-21.]
global_step=108615, episodic_return=[-21.]
global_step=108914, episodic_return=[-21.]
global_step=109312, episodic_return=[-21.]
global_step=109586, episodic_return=[-21.]
global_step=109879, episodic_return=[-21.]
global_step=110288, episodic_return=[-20.]
global_step=110559, episodic_return=[-21.]
global_step=110823, episodic_return=[-21.]
global_step=111289, episodic_return=[-21.]
global_step=111575, episodic_return=[-21.]
global_step=111863, episodic_return=[-21.]
global_step=112274, episodic_return=[-21.]
global_step=112591, episodic_return=[-21.]
global_step=112898, episodic_return=[-21.]
global_step=113249, episodic_return=[-21.]
global_step=113522, episodic_return=[-21.]
global_step=113872, episodic_return=[-21.]
global_step=114348, episodic_return=[-20.]
global_step=114618, episodic_return=[-21.]
global_step=114932, episodic_return=[-20.]
global_step=115301, episodic_return=[-20.]
global_step=115631, episodic_return=[-21.]
global_step=115954, episodic_return=[-19.]
global_step=116277, episodic_return=[-21.]
global_step=116575, episodic_return=[-21.]
global_step=116880, episodic_return=[-20.]
global_step=117313, episodic_return=[-20.]
global_step=117576, episodic_return=[-21.]
global_step=117852, episodic_return=[-21.]
global_step=118384, episodic_return=[-19.]
global_step=118686, episodic_return=[-21.]
global_step=118956, episodic_return=[-21.]
global_step=119264, episodic_return=[-21.]
global_step=119556, episodic_return=[-20.]
global_step=119887, episodic_return=[-20.]
global_step=120325, episodic_return=[-21.]
global_step=120591, episodic_return=[-21.]
global_step=120898, episodic_return=[-21.]
global_step=121273, episodic_return=[-21.]
global_step=121606, episodic_return=[-19.]
global_step=121914, episodic_return=[-20.]
global_step=122318, episodic_return=[-20.]
global_step=122580, episodic_return=[-21.]
global_step=122885, episodic_return=[-21.]
global_step=123311, episodic_return=[-19.]
global_step=123620, episodic_return=[-20.]
global_step=123962, episodic_return=[-19.]
global_step=124295, episodic_return=[-21.]
global_step=124588, episodic_return=[-20.]
global_step=124886, episodic_return=[-20.]
global_step=125269, episodic_return=[-21.]
global_step=125536, episodic_return=[-21.]
global_step=125831, episodic_return=[-21.]
global_step=126286, episodic_return=[-20.]
global_step=126598, episodic_return=[-21.]
global_step=126925, episodic_return=[-20.]
global_step=127321, episodic_return=[-20.]
global_step=127592, episodic_return=[-21.]
global_step=127842, episodic_return=[-21.]
global_step=128287, episodic_return=[-21.]
global_step=128571, episodic_return=[-20.]
global_step=128835, episodic_return=[-21.]
global_step=129311, episodic_return=[-21.]
global_step=129699, episodic_return=[-18.]
global_step=129991, episodic_return=[-21.]
global_step=130274, episodic_return=[-21.]
global_step=130542, episodic_return=[-21.]
global_step=130814, episodic_return=[-21.]
global_step=131291, episodic_return=[-21.]
global_step=131604, episodic_return=[-20.]
global_step=131914, episodic_return=[-21.]
global_step=132293, episodic_return=[-21.]
global_step=132586, episodic_return=[-21.]
global_step=132862, episodic_return=[-21.]
global_step=133318, episodic_return=[-20.]
global_step=133655, episodic_return=[-20.]
global_step=133905, episodic_return=[-21.]
global_step=134359, episodic_return=[-19.]
global_step=134693, episodic_return=[-21.]
global_step=134964, episodic_return=[-21.]
global_step=135284, episodic_return=[-21.]
global_step=135639, episodic_return=[-21.]
global_step=135922, episodic_return=[-21.]
global_step=136278, episodic_return=[-21.]
global_step=136626, episodic_return=[-20.]
global_step=136933, episodic_return=[-20.]
global_step=137325, episodic_return=[-20.]
global_step=137618, episodic_return=[-21.]
global_step=137895, episodic_return=[-21.]
global_step=138258, episodic_return=[-21.]
global_step=138566, episodic_return=[-21.]
global_step=138885, episodic_return=[-20.]
global_step=139323, episodic_return=[-21.]
global_step=139666, episodic_return=[-20.]
global_step=139982, episodic_return=[-20.]
global_step=140285, episodic_return=[-21.]
global_step=140618, episodic_return=[-20.]
global_step=140975, episodic_return=[-21.]
global_step=141318, episodic_return=[-20.]
global_step=141583, episodic_return=[-21.]
global_step=141947, episodic_return=[-17.]
global_step=142298, episodic_return=[-20.]
global_step=142617, episodic_return=[-20.]
global_step=142938, episodic_return=[-20.]
global_step=143302, episodic_return=[-21.]
global_step=143606, episodic_return=[-20.]
global_step=143885, episodic_return=[-21.]
global_step=144328, episodic_return=[-20.]
global_step=144619, episodic_return=[-20.]
global_step=144889, episodic_return=[-21.]
global_step=145296, episodic_return=[-21.]
global_step=145547, episodic_return=[-21.]
global_step=145824, episodic_return=[-20.]
global_step=146264, episodic_return=[-21.]
global_step=146557, episodic_return=[-20.]
global_step=146838, episodic_return=[-21.]
global_step=147355, episodic_return=[-19.]
global_step=147668, episodic_return=[-20.]
global_step=147988, episodic_return=[-19.]
global_step=148313, episodic_return=[-20.]
global_step=148635, episodic_return=[-21.]
global_step=148950, episodic_return=[-20.]
global_step=149336, episodic_return=[-21.]
global_step=149703, episodic_return=[-19.]
global_step=150288, episodic_return=[-21.]
global_step=150560, episodic_return=[-21.]
global_step=150832, episodic_return=[-21.]
global_step=151309, episodic_return=[-21.]
global_step=151595, episodic_return=[-21.]
global_step=151892, episodic_return=[-21.]
global_step=152274, episodic_return=[-21.]
global_step=152530, episodic_return=[-21.]
global_step=152796, episodic_return=[-21.]
global_step=153317, episodic_return=[-20.]
global_step=153639, episodic_return=[-19.]
global_step=153990, episodic_return=[-20.]
global_step=154313, episodic_return=[-21.]
global_step=154604, episodic_return=[-21.]
global_step=154969, episodic_return=[-19.]
global_step=155293, episodic_return=[-21.]
global_step=155572, episodic_return=[-21.]
global_step=155917, episodic_return=[-20.]
global_step=156305, episodic_return=[-21.]
global_step=156607, episodic_return=[-21.]
global_step=156883, episodic_return=[-21.]
global_step=157314, episodic_return=[-21.]
global_step=157663, episodic_return=[-19.]
global_step=158316, episodic_return=[-21.]
global_step=158594, episodic_return=[-21.]
global_step=158843, episodic_return=[-21.]
global_step=159335, episodic_return=[-18.]
global_step=159611, episodic_return=[-20.]
global_step=159943, episodic_return=[-20.]
global_step=160274, episodic_return=[-21.]
global_step=160577, episodic_return=[-21.]
global_step=160888, episodic_return=[-20.]
global_step=161365, episodic_return=[-20.]
global_step=161674, episodic_return=[-20.]
global_step=162295, episodic_return=[-20.]
global_step=162580, episodic_return=[-21.]
global_step=162888, episodic_return=[-21.]
global_step=163286, episodic_return=[-21.]
global_step=163581, episodic_return=[-19.]
global_step=163839, episodic_return=[-21.]
global_step=164247, episodic_return=[-21.]
global_step=164567, episodic_return=[-20.]
global_step=164927, episodic_return=[-20.]
global_step=165294, episodic_return=[-21.]
global_step=165641, episodic_return=[-19.]
global_step=165956, episodic_return=[-21.]
global_step=166310, episodic_return=[-21.]
global_step=166623, episodic_return=[-20.]
global_step=166941, episodic_return=[-20.]
global_step=167319, episodic_return=[-20.]
global_step=167629, episodic_return=[-21.]
global_step=168286, episodic_return=[-21.]
global_step=168622, episodic_return=[-21.]
global_step=168967, episodic_return=[-21.]
global_step=169294, episodic_return=[-21.]
global_step=169580, episodic_return=[-21.]
global_step=169922, episodic_return=[-21.]
global_step=170444, episodic_return=[-18.]
global_step=170732, episodic_return=[-20.]
global_step=171277, episodic_return=[-21.]
global_step=171555, episodic_return=[-20.]
global_step=171838, episodic_return=[-21.]
global_step=172289, episodic_return=[-21.]
global_step=172554, episodic_return=[-21.]
global_step=172821, episodic_return=[-21.]
global_step=173368, episodic_return=[-21.]
global_step=173714, episodic_return=[-19.]
global_step=174324, episodic_return=[-21.]
global_step=174636, episodic_return=[-21.]
global_step=174921, episodic_return=[-20.]
global_step=175336, episodic_return=[-20.]
global_step=175643, episodic_return=[-21.]
global_step=175936, episodic_return=[-21.]
global_step=176276, episodic_return=[-20.]
global_step=176619, episodic_return=[-20.]
global_step=176917, episodic_return=[-21.]
global_step=177293, episodic_return=[-21.]
global_step=177601, episodic_return=[-20.]
global_step=177906, episodic_return=[-20.]
global_step=178290, episodic_return=[-20.]
global_step=178574, episodic_return=[-21.]
global_step=178918, episodic_return=[-19.]
global_step=179378, episodic_return=[-18.]
global_step=179723, episodic_return=[-21.]
global_step=180353, episodic_return=[-20.]
global_step=180635, episodic_return=[-21.]
global_step=181368, episodic_return=[-21.]
global_step=181785, episodic_return=[-18.]
global_step=182292, episodic_return=[-21.]
global_step=182698, episodic_return=[-18.]
global_step=183328, episodic_return=[-21.]
global_step=183683, episodic_return=[-19.]
global_step=184321, episodic_return=[-21.]
global_step=184645, episodic_return=[-20.]
global_step=185355, episodic_return=[-20.]
global_step=185711, episodic_return=[-20.]
global_step=186323, episodic_return=[-21.]
global_step=186712, episodic_return=[-20.]
global_step=187421, episodic_return=[-20.]
global_step=187861, episodic_return=[-20.]
global_step=188343, episodic_return=[-21.]
global_step=188740, episodic_return=[-21.]
global_step=189478, episodic_return=[-20.]
global_step=189958, episodic_return=[-19.]
global_step=190377, episodic_return=[-21.]
global_step=190787, episodic_return=[-19.]
global_step=191528, episodic_return=[-19.]
global_step=191887, episodic_return=[-21.]
global_step=192498, episodic_return=[-19.]
global_step=192923, episodic_return=[-19.]
global_step=193357, episodic_return=[-21.]
global_step=193799, episodic_return=[-20.]
global_step=194300, episodic_return=[-20.]
global_step=194704, episodic_return=[-21.]
global_step=195418, episodic_return=[-21.]
global_step=195867, episodic_return=[-21.]
global_step=196373, episodic_return=[-21.]
global_step=196786, episodic_return=[-21.]
global_step=197566, episodic_return=[-18.]
global_step=198491, episodic_return=[-21.]
global_step=198864, episodic_return=[-20.]
global_step=199403, episodic_return=[-21.]
global_step=199857, episodic_return=[-21.]
global_step=200469, episodic_return=[-19.]
global_step=200827, episodic_return=[-20.]
global_step=201354, episodic_return=[-21.]
global_step=201749, episodic_return=[-20.]
global_step=202421, episodic_return=[-20.]
global_step=202839, episodic_return=[-20.]
global_step=203355, episodic_return=[-20.]
global_step=203735, episodic_return=[-21.]
global_step=204363, episodic_return=[-21.]
global_step=204731, episodic_return=[-21.]
global_step=205396, episodic_return=[-20.]
global_step=205754, episodic_return=[-21.]
global_step=206459, episodic_return=[-21.]
global_step=206901, episodic_return=[-21.]
global_step=207444, episodic_return=[-21.]
global_step=207831, episodic_return=[-20.]
global_step=208375, episodic_return=[-21.]
global_step=208770, episodic_return=[-21.]
global_step=209492, episodic_return=[-19.]
global_step=209988, episodic_return=[-19.]
global_step=210417, episodic_return=[-20.]
global_step=210826, episodic_return=[-21.]
global_step=211525, episodic_return=[-21.]
global_step=211944, episodic_return=[-21.]
global_step=212535, episodic_return=[-20.]
global_step=213484, episodic_return=[-21.]
global_step=213993, episodic_return=[-21.]
global_step=214386, episodic_return=[-21.]
global_step=214853, episodic_return=[-20.]
global_step=215423, episodic_return=[-21.]
global_step=215818, episodic_return=[-21.]
global_step=216348, episodic_return=[-21.]
global_step=216768, episodic_return=[-20.]
global_step=217466, episodic_return=[-21.]
global_step=217885, episodic_return=[-21.]
global_step=218404, episodic_return=[-21.]
global_step=218846, episodic_return=[-21.]
global_step=219433, episodic_return=[-20.]
global_step=219881, episodic_return=[-20.]
global_step=220386, episodic_return=[-21.]
global_step=220861, episodic_return=[-21.]
global_step=221283, episodic_return=[-21.]
